index,bookings_cumm,day,next,bookings_daily,flag,ID,state,gender,returning_cust,cabin,discount,sail_date,RRP,booking_date,purcahsed_price,capacity
175,224,-190,218,8,1,Ship3,ACT,F,No,Suites_Mid,0.34,11/1/2024,900,5/7/2023,899.66,1200
175,224,-190,218,9,1,Ship3,NSW,M,No,OceanView_Mid,0.37,11/1/2024,1500,5/7/2023,1499.63,1200
175,224,-190,218,10,1,Ship3,WA,F,No,OceanView_Aft,0.33,11/1/2024,1800,5/7/2023,1799.67,1200
175,224,-190,218,11,1,Ship3,NSW,F,No,Balcony_Bow,0.27,11/1/2024,750,5/7/2023,749.73,1200
176,230,-189,224,6,1,Ship3,VIC,M,No,Interior_Bow,0.21,11/1/2024,600,6/7/2023,599.79,1200
176,230,-189,224,7,1,Ship3,NSW,M,No,OceanView_Mid,0,11/1/2024,1500,6/7/2023,1500,1200
176,230,-189,224,8,1,Ship3,WA,F,No,MiniSuites_Mid,0.19,11/1/2024,2500,6/7/2023,2499.81,1200
176,230,-189,224,9,1,Ship3,NSW,M,No,Balcony_Aft,0.23,11/1/2024,700,6/7/2023,699.77,1200
176,230,-189,224,10,1,Ship3,TAS,M,No,OceanView_Mid,0.22,11/1/2024,1500,6/7/2023,1499.78,1200
176,230,-189,224,11,1,Ship3,SA,M,No,Balcony_Mid,0.37,11/1/2024,650,6/7/2023,649.63,1200
177,236,-188,230,6,1,Ship3,NT,M,No,Suites_Bow,0.21,11/1/2024,1100,7/7/2023,1099.79,1200
177,236,-188,230,7,1,Ship3,ACT,M,Yes,OceanView_Mid,0.12,11/1/2024,1500,7/7/2023,1499.88,1200
177,236,-188,230,8,1,Ship3,VIC,M,No,MiniSuites_Aft,0.37,11/1/2024,2600,7/7/2023,2599.63,1200
177,236,-188,230,9,1,Ship3,WA,M,Yes,MiniSuites_Bow,0.16,11/1/2024,2700,7/7/2023,2699.84,1200
177,236,-188,230,10,1,Ship3,VIC,M,Yes,OceanView_Aft,0.15,11/1/2024,1800,7/7/2023,1799.85,1200
177,236,-188,230,11,1,Ship3,NT,F,No,Interior_Aft,0.05,11/1/2024,550,7/7/2023,549.95,1200
178,242,-187,236,6,1,Ship3,WA,M,No,MiniSuites_Bow,0.17,11/1/2024,2700,8/7/2023,2699.83,1200
178,242,-187,236,7,1,Ship3,ACT,F,No,OceanView_Bow,0.39,11/1/2024,2100,8/7/2023,2099.61,1200
178,242,-187,236,8,1,Ship3,WA,M,No,OceanView_Bow,0.14,11/1/2024,2100,8/7/2023,2099.86,1200
178,242,-187,236,9,1,Ship3,QLD,M,No,Interior_Mid,0.37,11/1/2024,500,8/7/2023,499.63,1200
178,242,-187,236,10,1,Ship3,NT,M,No,Suites_Mid,0.28,11/1/2024,900,8/7/2023,899.72,1200
178,242,-187,236,11,1,Ship3,QLD,M,No,Interior_Mid,0.28,11/1/2024,500,8/7/2023,499.72,1200
179,248,-186,242,6,1,Ship3,QLD,F,No,MiniSuites_Aft,0.37,11/1/2024,2600,9/7/2023,2599.63,1200
179,248,-186,242,7,1,Ship3,VIC,M,No,MiniSuites_Aft,0.21,11/1/2024,2600,9/7/2023,2599.79,1200
179,248,-186,242,8,1,Ship3,NT,M,No,Balcony_Bow,0.07,11/1/2024,750,9/7/2023,749.93,1200
179,248,-186,242,9,1,Ship3,ACT,M,Yes,Interior_Mid,0.22,11/1/2024,500,9/7/2023,499.78,1200
179,248,-186,242,10,1,Ship3,ACT,M,No,Balcony_Bow,0.29,11/1/2024,750,9/7/2023,749.71,1200
179,248,-186,242,11,1,Ship3,NSW,F,No,MiniSuites_Bow,0.26,11/1/2024,2700,9/7/2023,2699.74,1200
180,254,-185,248,6,1,Ship3,NT,M,Yes,PenthouseSuites_Bow,0.16,11/1/2024,4000,10/7/2023,3999.84,1200
180,254,-185,248,7,1,Ship3,ACT,M,No,MiniSuites_Aft,0.11,11/1/2024,2600,10/7/2023,2599.89,1200
180,254,-185,248,8,1,Ship3,NSW,F,Yes,Balcony_Mid,0.11,11/1/2024,650,10/7/2023,649.89,1200
180,254,-185,248,9,1,Ship3,NSW,F,No,Balcony_Aft,0.02,11/1/2024,700,10/7/2023,699.98,1200
180,254,-185,248,10,1,Ship3,TAS,M,No,MiniSuites_Mid,0.26,11/1/2024,2500,10/7/2023,2499.74,1200
180,254,-185,248,11,1,Ship3,TAS,F,No,MiniSuites_Mid,0.09,11/1/2024,2500,10/7/2023,2499.91,1200
181,260,-184,254,6,1,Ship3,ACT,F,Yes,OceanView_Mid,0.23,11/1/2024,1500,11/7/2023,1499.77,1200
181,260,-184,254,7,1,Ship3,TAS,M,No,MiniSuites_Mid,0,11/1/2024,2500,11/7/2023,2500,1200
181,260,-184,254,8,1,Ship3,VIC,M,No,MiniSuites_Aft,0.21,11/1/2024,2600,11/7/2023,2599.79,1200
181,260,-184,254,9,1,Ship3,NT,M,No,OceanView_Aft,0.2,11/1/2024,1800,11/7/2023,1799.8,1200
181,260,-184,254,10,1,Ship3,SA,M,No,Interior_Mid,0.1,11/1/2024,500,11/7/2023,499.9,1200
181,260,-184,254,11,1,Ship3,ACT,M,No,Balcony_Mid,0.18,11/1/2024,650,11/7/2023,649.82,1200
182,267,-183,260,7,1,Ship3,NSW,M,Yes,MiniSuites_Aft,0.19,11/1/2024,2600,12/7/2023,2599.81,1200
182,267,-183,260,8,1,Ship3,SA,M,No,MiniSuites_Mid,0,11/1/2024,2500,12/7/2023,2500,1200
182,267,-183,260,9,1,Ship3,NT,F,Yes,Balcony_Mid,0.12,11/1/2024,650,12/7/2023,649.88,1200
182,267,-183,260,10,1,Ship3,ACT,M,No,Interior_Bow,0.29,11/1/2024,600,12/7/2023,599.71,1200
182,267,-183,260,11,1,Ship3,WA,F,No,Suites_Aft,0.3,11/1/2024,1000,12/7/2023,999.7,1200
182,267,-183,260,12,1,Ship3,QLD,F,No,Balcony_Mid,0.36,11/1/2024,650,12/7/2023,649.64,1200
182,267,-183,260,13,1,Ship3,NT,F,No,Suites_Aft,0.25,11/1/2024,1000,12/7/2023,999.75,1200
183,273,-182,267,6,1,Ship3,QLD,F,No,MiniSuites_Aft,0.08,11/1/2024,2600,13/7/2023,2599.92,1200
183,273,-182,267,7,1,Ship3,ACT,M,Yes,Balcony_Aft,0.1,11/1/2024,700,13/7/2023,699.9,1200
183,273,-182,267,8,1,Ship3,WA,M,No,Interior_Mid,0.28,11/1/2024,500,13/7/2023,499.72,1200
183,273,-182,267,9,1,Ship3,NSW,M,Yes,OceanView_Aft,0.01,11/1/2024,1800,13/7/2023,1799.99,1200
183,273,-182,267,10,1,Ship3,TAS,M,No,Interior_Mid,0.09,11/1/2024,500,13/7/2023,499.91,1200
183,273,-182,267,11,1,Ship3,TAS,M,No,Balcony_Mid,0.21,11/1/2024,650,13/7/2023,649.79,1200
184,280,-181,273,7,1,Ship3,TAS,M,No,Interior_Mid,0.38,11/1/2024,500,14/7/2023,499.62,1200
184,280,-181,273,8,1,Ship3,ACT,M,Yes,OceanView_Aft,0.17,11/1/2024,1800,14/7/2023,1799.83,1200
184,280,-181,273,9,1,Ship3,ACT,M,Yes,Suites_Mid,0.12,11/1/2024,900,14/7/2023,899.88,1200
184,280,-181,273,10,1,Ship3,NSW,M,No,Interior_Aft,0.27,11/1/2024,550,14/7/2023,549.73,1200
184,280,-181,273,11,1,Ship3,ACT,M,No,MiniSuites_Bow,0.04,11/1/2024,2700,14/7/2023,2699.96,1200
184,280,-181,273,12,1,Ship3,NSW,M,No,OceanView_Bow,0.04,11/1/2024,2100,14/7/2023,2099.96,1200
184,280,-181,273,13,1,Ship3,NT,F,No,PenthouseSuites_Aft,0.15,11/1/2024,3500,14/7/2023,3499.85,1200
185,286,-180,280,6,1,Ship3,NSW,M,Yes,Balcony_Mid,0.17,11/1/2024,650,15/7/2023,649.83,1200
185,286,-180,280,7,1,Ship3,QLD,F,Yes,OceanView_Aft,0.36,11/1/2024,1800,15/7/2023,1799.64,1200
185,286,-180,280,8,1,Ship3,QLD,F,Yes,PenthouseSuites_Bow,0.27,11/1/2024,4000,15/7/2023,3999.73,1200
185,286,-180,280,9,1,Ship3,QLD,F,No,Interior_Mid,0.25,11/1/2024,500,15/7/2023,499.75,1200
185,286,-180,280,10,1,Ship3,WA,M,No,Interior_Mid,0.05,11/1/2024,500,15/7/2023,499.95,1200
185,286,-180,280,11,1,Ship3,NT,M,No,MiniSuites_Bow,0.26,11/1/2024,2700,15/7/2023,2699.74,1200
186,293,-179,286,7,1,Ship3,NSW,M,No,Interior_Bow,0.24,11/1/2024,600,16/7/2023,599.76,1200
186,293,-179,286,8,1,Ship3,NSW,M,No,Interior_Aft,0.25,11/1/2024,550,16/7/2023,549.75,1200
186,293,-179,286,9,1,Ship3,NSW,M,No,OceanView_Bow,0.17,11/1/2024,2100,16/7/2023,2099.83,1200
186,293,-179,286,10,1,Ship3,SA,M,No,Balcony_Bow,0.38,11/1/2024,750,16/7/2023,749.62,1200
186,293,-179,286,11,1,Ship3,TAS,F,Yes,Interior_Bow,0.11,11/1/2024,600,16/7/2023,599.89,1200
186,293,-179,286,12,1,Ship3,SA,M,No,Balcony_Bow,0.14,11/1/2024,750,16/7/2023,749.86,1200
186,293,-179,286,13,1,Ship3,VIC,M,No,Interior_Mid,0.18,11/1/2024,500,16/7/2023,499.82,1200
187,300,-178,293,7,1,Ship3,NT,F,No,Balcony_Aft,0.03,11/1/2024,700,17/7/2023,699.97,1200
187,300,-178,293,8,1,Ship3,ACT,M,No,Interior_Bow,0.12,11/1/2024,600,17/7/2023,599.88,1200
187,300,-178,293,9,1,Ship3,VIC,F,No,Balcony_Mid,0.11,11/1/2024,650,17/7/2023,649.89,1200
187,300,-178,293,10,1,Ship3,ACT,M,No,Interior_Aft,0.27,11/1/2024,550,17/7/2023,549.73,1200
187,300,-178,293,11,1,Ship3,ACT,M,Yes,MiniSuites_Mid,0.17,11/1/2024,2500,17/7/2023,2499.83,1200
187,300,-178,293,12,1,Ship3,WA,M,Yes,MiniSuites_Mid,0.18,11/1/2024,2500,17/7/2023,2499.82,1200
187,300,-178,293,13,1,Ship3,TAS,F,No,Interior_Mid,0.28,11/1/2024,500,17/7/2023,499.72,1200
188,307,-177,300,7,1,Ship3,TAS,F,No,Interior_Bow,0.17,11/1/2024,600,18/7/2023,599.83,1200
188,307,-177,300,8,1,Ship3,WA,F,No,Interior_Aft,0.15,11/1/2024,550,18/7/2023,549.85,1200
188,307,-177,300,9,1,Ship3,SA,F,Yes,OceanView_Mid,0.19,11/1/2024,1500,18/7/2023,1499.81,1200
188,307,-177,300,10,1,Ship3,TAS,M,No,Interior_Aft,0.33,11/1/2024,550,18/7/2023,549.67,1200
188,307,-177,300,11,1,Ship3,SA,M,Yes,Balcony_Mid,0.28,11/1/2024,650,18/7/2023,649.72,1200
188,307,-177,300,12,1,Ship3,TAS,F,No,OceanView_Aft,0.38,11/1/2024,1800,18/7/2023,1799.62,1200
188,307,-177,300,13,1,Ship3,VIC,M,Yes,MiniSuites_Bow,0.17,11/1/2024,2700,18/7/2023,2699.83,1200
189,314,-176,307,7,1,Ship3,NT,M,No,MiniSuites_Mid,0.35,11/1/2024,2500,19/7/2023,2499.65,1200
189,314,-176,307,8,1,Ship3,VIC,F,No,Interior_Bow,0.36,11/1/2024,600,19/7/2023,599.64,1200
189,314,-176,307,9,1,Ship3,NT,M,No,Interior_Bow,0.05,11/1/2024,600,19/7/2023,599.95,1200
189,314,-176,307,10,1,Ship3,NSW,F,Yes,Balcony_Mid,0.3,11/1/2024,650,19/7/2023,649.7,1200
189,314,-176,307,11,1,Ship3,SA,F,Yes,Interior_Bow,0.36,11/1/2024,600,19/7/2023,599.64,1200
189,314,-176,307,12,1,Ship3,QLD,M,Yes,OceanView_Bow,0.28,11/1/2024,2100,19/7/2023,2099.72,1200
189,314,-176,307,13,1,Ship3,NSW,M,No,PenthouseSuites_Bow,0.03,11/1/2024,4000,19/7/2023,3999.97,1200
190,321,-175,314,7,1,Ship3,WA,M,Yes,OceanView_Aft,0.05,11/1/2024,1800,20/7/2023,1799.95,1200
190,321,-175,314,8,1,Ship3,QLD,F,No,OceanView_Mid,0.14,11/1/2024,1500,20/7/2023,1499.86,1200
190,321,-175,314,9,1,Ship3,ACT,F,No,Interior_Mid,0.24,11/1/2024,500,20/7/2023,499.76,1200
190,321,-175,314,10,1,Ship3,SA,M,Yes,Interior_Aft,0.07,11/1/2024,550,20/7/2023,549.93,1200
190,321,-175,314,11,1,Ship3,ACT,M,No,Interior_Bow,0,11/1/2024,600,20/7/2023,600,1200
190,321,-175,314,12,1,Ship3,ACT,M,No,Interior_Bow,0.15,11/1/2024,600,20/7/2023,599.85,1200
190,321,-175,314,13,1,Ship3,NT,M,Yes,Interior_Bow,0.36,11/1/2024,600,20/7/2023,599.64,1200
191,328,-174,321,7,1,Ship3,WA,F,No,MiniSuites_Mid,0.37,11/1/2024,2500,21/7/2023,2499.63,1200
191,328,-174,321,8,1,Ship3,NSW,M,Yes,Suites_Mid,0.11,11/1/2024,900,21/7/2023,899.89,1200
191,328,-174,321,9,1,Ship3,QLD,F,No,Balcony_Mid,0.24,11/1/2024,650,21/7/2023,649.76,1200
191,328,-174,321,10,1,Ship3,NT,M,No,Interior_Mid,0.32,11/1/2024,500,21/7/2023,499.68,1200
191,328,-174,321,11,1,Ship3,QLD,M,Yes,MiniSuites_Mid,0.08,11/1/2024,2500,21/7/2023,2499.92,1200
191,328,-174,321,12,1,Ship3,NSW,M,No,MiniSuites_Mid,0.25,11/1/2024,2500,21/7/2023,2499.75,1200
191,328,-174,321,13,1,Ship3,TAS,M,Yes,Interior_Aft,0.27,11/1/2024,550,21/7/2023,549.73,1200
192,336,-173,328,8,1,Ship3,QLD,F,No,Interior_Mid,0.09,11/1/2024,500,22/7/2023,499.91,1200
192,336,-173,328,9,1,Ship3,NSW,F,Yes,Balcony_Aft,0.05,11/1/2024,700,22/7/2023,699.95,1200
192,336,-173,328,10,1,Ship3,WA,M,No,PenthouseSuites_Aft,0.22,11/1/2024,3500,22/7/2023,3499.78,1200
192,336,-173,328,11,1,Ship3,ACT,M,No,OceanView_Bow,0.21,11/1/2024,2100,22/7/2023,2099.79,1200
192,336,-173,328,12,1,Ship3,ACT,F,Yes,PenthouseSuites_Bow,0.12,11/1/2024,4000,22/7/2023,3999.88,1200
192,336,-173,328,13,1,Ship3,TAS,F,No,OceanView_Mid,0.24,11/1/2024,1500,22/7/2023,1499.76,1200
192,336,-173,328,14,1,Ship3,VIC,M,Yes,MiniSuites_Bow,0.25,11/1/2024,2700,22/7/2023,2699.75,1200
192,336,-173,328,15,1,Ship3,WA,M,No,Suites_Bow,0.31,11/1/2024,1100,22/7/2023,1099.69,1200
193,343,-172,336,7,1,Ship3,VIC,M,Yes,Suites_Bow,0.14,11/1/2024,1100,23/7/2023,1099.86,1200
193,343,-172,336,8,1,Ship3,ACT,F,No,Interior_Aft,0.02,11/1/2024,550,23/7/2023,549.98,1200
193,343,-172,336,9,1,Ship3,SA,F,No,Interior_Mid,0.26,11/1/2024,500,23/7/2023,499.74,1200
193,343,-172,336,10,1,Ship3,ACT,M,No,MiniSuites_Aft,0.18,11/1/2024,2600,23/7/2023,2599.82,1200
193,343,-172,336,11,1,Ship3,NSW,M,No,OceanView_Bow,0.06,11/1/2024,2100,23/7/2023,2099.94,1200
193,343,-172,336,12,1,Ship3,VIC,M,No,Balcony_Mid,0.21,11/1/2024,650,23/7/2023,649.79,1200
193,343,-172,336,13,1,Ship3,NSW,M,No,OceanView_Mid,0.25,11/1/2024,1500,23/7/2023,1499.75,1200
194,350,-171,343,7,1,Ship3,ACT,M,Yes,Interior_Aft,0.13,11/1/2024,550,24/7/2023,549.87,1200
194,350,-171,343,8,1,Ship3,ACT,M,No,MiniSuites_Aft,0.09,11/1/2024,2600,24/7/2023,2599.91,1200
194,350,-171,343,9,1,Ship3,TAS,M,No,OceanView_Aft,0.36,11/1/2024,1800,24/7/2023,1799.64,1200
194,350,-171,343,10,1,Ship3,ACT,F,No,Balcony_Aft,0.02,11/1/2024,700,24/7/2023,699.98,1200
194,350,-171,343,11,1,Ship3,ACT,M,No,Balcony_Aft,0.07,11/1/2024,700,24/7/2023,699.93,1200
194,350,-171,343,12,1,Ship3,QLD,M,No,Suites_Mid,0.22,11/1/2024,900,24/7/2023,899.78,1200
194,350,-171,343,13,1,Ship3,VIC,M,No,MiniSuites_Bow,0.32,11/1/2024,2700,24/7/2023,2699.68,1200
195,358,-170,350,8,1,Ship3,SA,M,No,OceanView_Aft,0.28,11/1/2024,1800,25/7/2023,1799.72,1200
195,358,-170,350,9,1,Ship3,NSW,M,No,Interior_Bow,0.14,11/1/2024,600,25/7/2023,599.86,1200
195,358,-170,350,10,1,Ship3,NSW,F,Yes,Suites_Bow,0.31,11/1/2024,1100,25/7/2023,1099.69,1200
195,358,-170,350,11,1,Ship3,WA,M,No,MiniSuites_Bow,0.11,11/1/2024,2700,25/7/2023,2699.89,1200
195,358,-170,350,12,1,Ship3,TAS,M,No,Balcony_Mid,0.24,11/1/2024,650,25/7/2023,649.76,1200
195,358,-170,350,13,1,Ship3,TAS,F,Yes,Interior_Bow,0.32,11/1/2024,600,25/7/2023,599.68,1200
195,358,-170,350,14,1,Ship3,WA,F,Yes,Interior_Bow,0.17,11/1/2024,600,25/7/2023,599.83,1200
195,358,-170,350,15,1,Ship3,QLD,F,No,OceanView_Mid,0.36,11/1/2024,1500,25/7/2023,1499.64,1200
196,365,-169,358,7,1,Ship3,WA,F,No,Balcony_Mid,0.1,11/1/2024,650,26/7/2023,649.9,1200
196,365,-169,358,8,1,Ship3,NSW,F,No,OceanView_Mid,0,11/1/2024,1500,26/7/2023,1500,1200
196,365,-169,358,9,1,Ship3,NT,M,No,Balcony_Mid,0.06,11/1/2024,650,26/7/2023,649.94,1200
196,365,-169,358,10,1,Ship3,NSW,F,Yes,Balcony_Aft,0.24,11/1/2024,700,26/7/2023,699.76,1200
196,365,-169,358,11,1,Ship3,NSW,M,No,Balcony_Mid,0.28,11/1/2024,650,26/7/2023,649.72,1200
196,365,-169,358,12,1,Ship3,NT,M,Yes,OceanView_Aft,0.37,11/1/2024,1800,26/7/2023,1799.63,1200
196,365,-169,358,13,1,Ship3,NSW,M,Yes,OceanView_Bow,0.06,11/1/2024,2100,26/7/2023,2099.94,1200
197,373,-168,365,8,1,Ship3,SA,F,No,Interior_Mid,0.26,11/1/2024,500,27/7/2023,499.74,1200
197,373,-168,365,9,1,Ship3,QLD,F,No,OceanView_Mid,0.34,11/1/2024,1500,27/7/2023,1499.66,1200
197,373,-168,365,10,1,Ship3,ACT,F,No,Balcony_Aft,0.37,11/1/2024,700,27/7/2023,699.63,1200
197,373,-168,365,11,1,Ship3,QLD,F,Yes,OceanView_Aft,0.06,11/1/2024,1800,27/7/2023,1799.94,1200
197,373,-168,365,12,1,Ship3,SA,F,No,Interior_Bow,0,11/1/2024,600,27/7/2023,600,1200
197,373,-168,365,13,1,Ship3,WA,M,No,OceanView_Bow,0.25,11/1/2024,2100,27/7/2023,2099.75,1200
197,373,-168,365,14,1,Ship3,NSW,F,No,OceanView_Bow,0.32,11/1/2024,2100,27/7/2023,2099.68,1200
197,373,-168,365,15,1,Ship3,VIC,M,No,OceanView_Bow,0.2,11/1/2024,2100,27/7/2023,2099.8,1200
198,381,-167,373,8,1,Ship3,NSW,F,No,MiniSuites_Mid,0.05,11/1/2024,2500,28/7/2023,2499.95,1200
198,381,-167,373,9,1,Ship3,VIC,M,Yes,Suites_Aft,0.39,11/1/2024,1000,28/7/2023,999.61,1200
198,381,-167,373,10,1,Ship3,TAS,F,No,Suites_Mid,0.15,11/1/2024,900,28/7/2023,899.85,1200
198,381,-167,373,11,1,Ship3,SA,F,No,Interior_Mid,0.09,11/1/2024,500,28/7/2023,499.91,1200
198,381,-167,373,12,1,Ship3,WA,M,Yes,OceanView_Aft,0.04,11/1/2024,1800,28/7/2023,1799.96,1200
198,381,-167,373,13,1,Ship3,TAS,M,No,Interior_Bow,0.26,11/1/2024,600,28/7/2023,599.74,1200
198,381,-167,373,14,1,Ship3,SA,F,Yes,Interior_Bow,0.32,11/1/2024,600,28/7/2023,599.68,1200
198,381,-167,373,15,1,Ship3,SA,M,No,Interior_Mid,0.05,11/1/2024,500,28/7/2023,499.95,1200
199,389,-166,381,8,1,Ship3,TAS,M,No,Interior_Bow,0.34,11/1/2024,600,29/7/2023,599.66,1200
199,389,-166,381,9,1,Ship3,NT,M,No,Balcony_Mid,0.07,11/1/2024,650,29/7/2023,649.93,1200
199,389,-166,381,10,1,Ship3,QLD,F,No,Balcony_Bow,0.02,11/1/2024,750,29/7/2023,749.98,1200
199,389,-166,381,11,1,Ship3,NT,M,No,MiniSuites_Mid,0.18,11/1/2024,2500,29/7/2023,2499.82,1200
199,389,-166,381,12,1,Ship3,VIC,M,Yes,Balcony_Mid,0.03,11/1/2024,650,29/7/2023,649.97,1200
199,389,-166,381,13,1,Ship3,QLD,M,No,MiniSuites_Mid,0.37,11/1/2024,2500,29/7/2023,2499.63,1200
199,389,-166,381,14,1,Ship3,SA,F,Yes,Interior_Bow,0.04,11/1/2024,600,29/7/2023,599.96,1200
199,389,-166,381,15,1,Ship3,NT,M,Yes,Balcony_Mid,0.11,11/1/2024,650,29/7/2023,649.89,1200
200,397,-165,389,8,1,Ship3,WA,F,Yes,OceanView_Bow,0.35,11/1/2024,2100,30/7/2023,2099.65,1200
200,397,-165,389,9,1,Ship3,QLD,M,No,Interior_Mid,0.39,11/1/2024,500,30/7/2023,499.61,1200
200,397,-165,389,10,1,Ship3,SA,M,No,Interior_Mid,0.2,11/1/2024,500,30/7/2023,499.8,1200
200,397,-165,389,11,1,Ship3,ACT,M,No,Interior_Aft,0.33,11/1/2024,550,30/7/2023,549.67,1200
200,397,-165,389,12,1,Ship3,NT,M,No,OceanView_Aft,0.23,11/1/2024,1800,30/7/2023,1799.77,1200
200,397,-165,389,13,1,Ship3,NSW,M,Yes,Balcony_Aft,0.1,11/1/2024,700,30/7/2023,699.9,1200
200,397,-165,389,14,1,Ship3,TAS,M,No,Interior_Mid,0.17,11/1/2024,500,30/7/2023,499.83,1200
200,397,-165,389,15,1,Ship3,TAS,F,Yes,Interior_Aft,0.11,11/1/2024,550,30/7/2023,549.89,1200
201,404,-164,397,7,1,Ship3,VIC,M,No,Interior_Bow,0.11,11/1/2024,600,31/7/2023,599.89,1200
201,404,-164,397,8,1,Ship3,WA,F,Yes,OceanView_Aft,0.02,11/1/2024,1800,31/7/2023,1799.98,1200
201,404,-164,397,9,1,Ship3,WA,M,Yes,Balcony_Bow,0.02,11/1/2024,750,31/7/2023,749.98,1200
201,404,-164,397,10,1,Ship3,ACT,M,Yes,PenthouseSuites_Aft,0.2,11/1/2024,3500,31/7/2023,3499.8,1200
201,404,-164,397,11,1,Ship3,TAS,M,No,Balcony_Mid,0.3,11/1/2024,650,31/7/2023,649.7,1200
201,404,-164,397,12,1,Ship3,QLD,M,Yes,Balcony_Mid,0.31,11/1/2024,650,31/7/2023,649.69,1200
201,404,-164,397,13,1,Ship3,ACT,F,No,MiniSuites_Mid,0.26,11/1/2024,2500,31/7/2023,2499.74,1200
