day,flag,ID,sail_date,booking_date,Age,state,gender,returning_cust,ticket_type,RRP,discount,purchased_price,capacity
-244,1,Ship1,23/11/2023,24/3/2023,61,SA,M,No,Interior_Bow,600,0.16,504,1000
-244,1,Ship1,23/11/2023,24/3/2023,18,NSW,M,No,Interior_Bow,600,0.28,432,1000
-244,1,Ship1,23/11/2023,24/3/2023,61,WA,M,Yes,Interior_Bow,600,0.21,474,1000
-244,1,Ship1,23/11/2023,24/3/2023,18,TAS,M,No,Interior_Bow,600,0.16,504,1000
-244,1,Ship1,23/11/2023,24/3/2023,38,NSW,F,No,Interior_Bow,600,0.1,540,1000
-244,1,Ship1,23/11/2023,24/3/2023,66,NT,F,No,Interior_Bow,600,0.19,486,1000
-243,1,Ship1,23/11/2023,25/3/2023,23,NSW,M,No,Interior_Bow,600,0.34,396,1000
-243,1,Ship1,23/11/2023,25/3/2023,22,TAS,M,No,Interior_Bow,600,0.01,594,1000
-243,1,Ship1,23/11/2023,25/3/2023,80,SA,M,No,Interior_Bow,600,0.16,504,1000
-243,1,Ship1,23/11/2023,25/3/2023,80,VIC,M,No,Interior_Bow,600,0.15,510,1000
-243,1,Ship1,23/11/2023,25/3/2023,18,WA,F,No,Interior_Bow,600,0.22,468,1000
-243,1,Ship1,23/11/2023,25/3/2023,18,NT,M,Yes,Balcony_Mid,650,0.17,539.5,1000
-243,1,Ship1,23/11/2023,25/3/2023,80,SA,M,No,Balcony_Mid,650,0.22,507,1000
-242,1,Ship1,23/11/2023,26/3/2023,80,NSW,M,No,Balcony_Mid,650,0.05,617.5,1000
-242,1,Ship1,23/11/2023,26/3/2023,18,VIC,F,No,Balcony_Mid,650,0.13,565.5,1000
-242,1,Ship1,23/11/2023,26/3/2023,74,WA,F,No,Balcony_Mid,650,0.04,624,1000
-242,1,Ship1,23/11/2023,26/3/2023,49,NSW,F,No,Balcony_Mid,650,0.14,559,1000
-242,1,Ship1,23/11/2023,26/3/2023,28,VIC,F,Yes,Balcony_Mid,650,0.34,429,1000
-242,1,Ship1,23/11/2023,26/3/2023,38,WA,M,Yes,Balcony_Mid,650,0.17,539.5,1000
-241,1,Ship1,23/11/2023,27/3/2023,80,VIC,M,Yes,Balcony_Mid,650,0.13,565.5,1000
-241,1,Ship1,23/11/2023,27/3/2023,21,QLD,M,No,Balcony_Mid,650,0,650,1000
-241,1,Ship1,23/11/2023,27/3/2023,18,SA,F,No,Balcony_Mid,650,0.24,494,1000
-241,1,Ship1,23/11/2023,27/3/2023,43,SA,F,Yes,Balcony_Mid,650,0.07,604.5,1000
-241,1,Ship1,23/11/2023,27/3/2023,40,QLD,M,No,Balcony_Mid,650,0.35,422.5,1000
-241,1,Ship1,23/11/2023,27/3/2023,18,VIC,F,Yes,Balcony_Mid,650,0.11,578.5,1000
-241,1,Ship1,23/11/2023,27/3/2023,79,VIC,M,No,Balcony_Mid,650,0.22,507,1000
-240,1,Ship1,23/11/2023,28/3/2023,18,NT,M,No,Balcony_Mid,650,0.14,559,1000
-240,1,Ship1,23/11/2023,28/3/2023,23,SA,M,No,Balcony_Mid,650,0.31,448.5,1000
-240,1,Ship1,23/11/2023,28/3/2023,71,NSW,F,Yes,Balcony_Mid,650,0.13,565.5,1000
-240,1,Ship1,23/11/2023,28/3/2023,39,SA,F,No,Balcony_Mid,650,0.33,435.5,1000
-240,1,Ship1,23/11/2023,28/3/2023,18,QLD,F,No,Balcony_Mid,650,0.17,539.5,1000
-240,1,Ship1,23/11/2023,28/3/2023,38,QLD,M,Yes,Balcony_Mid,650,0.19,526.5,1000
-240,1,Ship1,23/11/2023,28/3/2023,66,TAS,M,No,Balcony_Mid,650,0.06,611,1000
-239,1,Ship1,23/11/2023,29/3/2023,59,QLD,M,Yes,Balcony_Mid,650,0.18,533,1000
-239,1,Ship1,23/11/2023,29/3/2023,18,QLD,M,No,Balcony_Mid,650,0.01,643.5,1000
-239,1,Ship1,23/11/2023,29/3/2023,80,NSW,M,No,Balcony_Mid,650,0.1,585,1000
-239,1,Ship1,23/11/2023,29/3/2023,80,WA,M,No,Balcony_Mid,650,0.1,585,1000
-239,1,Ship1,23/11/2023,29/3/2023,39,ACT,F,No,Balcony_Mid,650,0.06,611,1000
-239,1,Ship1,23/11/2023,29/3/2023,35,TAS,M,Yes,Balcony_Mid,650,0.08,598,1000
-238,1,Ship1,23/11/2023,30/3/2023,18,SA,M,No,Balcony_Mid,650,0.14,559,1000
-238,1,Ship1,23/11/2023,30/3/2023,36,SA,F,No,Balcony_Mid,650,0.03,630.5,1000
-238,1,Ship1,23/11/2023,30/3/2023,33,NT,M,No,Balcony_Mid,650,0.05,617.5,1000
-238,1,Ship1,23/11/2023,30/3/2023,18,TAS,F,Yes,Balcony_Mid,650,0.31,448.5,1000
-238,1,Ship1,23/11/2023,30/3/2023,77,WA,M,Yes,Balcony_Mid,650,0.22,507,1000
-238,1,Ship1,23/11/2023,30/3/2023,80,NT,M,Yes,Balcony_Mid,650,0.05,617.5,1000
-238,1,Ship1,23/11/2023,30/3/2023,40,VIC,M,Yes,Balcony_Mid,650,0.06,611,1000
-237,1,Ship1,23/11/2023,31/3/2023,76,NT,F,No,Balcony_Mid,650,0.07,604.5,1000
-237,1,Ship1,23/11/2023,31/3/2023,70,TAS,M,No,Balcony_Mid,650,0.26,481,1000
-237,1,Ship1,23/11/2023,31/3/2023,18,SA,M,Yes,Balcony_Mid,650,0.36,416,1000
-237,1,Ship1,23/11/2023,31/3/2023,65,VIC,M,No,Balcony_Mid,650,0.32,442,1000
-237,1,Ship1,23/11/2023,31/3/2023,80,ACT,F,No,Balcony_Mid,650,0.29,461.5,1000
-237,1,Ship1,23/11/2023,31/3/2023,19,VIC,F,Yes,Balcony_Mid,650,0.32,442,1000
-237,1,Ship1,23/11/2023,31/3/2023,57,SA,F,No,Balcony_Mid,650,0.34,429,1000
-236,1,Ship1,23/11/2023,1/4/2023,57,WA,F,No,Balcony_Mid,650,0.36,416,1000
-236,1,Ship1,23/11/2023,1/4/2023,44,TAS,F,No,Balcony_Mid,650,0.31,448.5,1000
-236,1,Ship1,23/11/2023,1/4/2023,18,NSW,M,No,Balcony_Mid,650,0,650,1000
-236,1,Ship1,23/11/2023,1/4/2023,26,VIC,M,No,Balcony_Mid,650,0,650,1000
-236,1,Ship1,23/11/2023,1/4/2023,78,QLD,M,No,Balcony_Mid,650,0.31,448.5,1000
-236,1,Ship1,23/11/2023,1/4/2023,35,NSW,F,No,Balcony_Mid,650,0.17,539.5,1000
-236,1,Ship1,23/11/2023,1/4/2023,80,NSW,F,No,Balcony_Mid,650,0.3,455,1000
-236,1,Ship1,23/11/2023,1/4/2023,80,TAS,M,No,Balcony_Mid,650,0.03,630.5,1000
-235,1,Ship1,23/11/2023,2/4/2023,80,VIC,F,Yes,Balcony_Mid,650,0.27,474.5,1000
-235,1,Ship1,23/11/2023,2/4/2023,80,TAS,M,No,Balcony_Mid,650,0.29,461.5,1000
-235,1,Ship1,23/11/2023,2/4/2023,80,VIC,M,Yes,Balcony_Mid,650,0.08,598,1000
-235,1,Ship1,23/11/2023,2/4/2023,80,NSW,F,No,Balcony_Mid,650,0.07,604.5,1000
-235,1,Ship1,23/11/2023,2/4/2023,29,NT,F,No,Balcony_Mid,650,0.38,403,1000
-235,1,Ship1,23/11/2023,2/4/2023,34,ACT,F,No,Balcony_Mid,650,0.13,565.5,1000
-235,1,Ship1,23/11/2023,2/4/2023,23,NSW,M,No,Balcony_Mid,650,0.38,403,1000
-234,1,Ship1,23/11/2023,3/4/2023,28,NT,M,No,Balcony_Mid,650,0.16,546,1000
-234,1,Ship1,23/11/2023,3/4/2023,60,WA,F,Yes,Balcony_Mid,650,0.1,585,1000
-234,1,Ship1,23/11/2023,3/4/2023,36,TAS,M,No,Balcony_Mid,650,0.22,507,1000
-234,1,Ship1,23/11/2023,3/4/2023,75,NT,M,No,Balcony_Mid,650,0.05,617.5,1000
-234,1,Ship1,23/11/2023,3/4/2023,21,SA,F,No,Balcony_Mid,650,0.31,448.5,1000
-234,1,Ship1,23/11/2023,3/4/2023,80,ACT,M,No,Balcony_Mid,650,0.05,617.5,1000
-234,1,Ship1,23/11/2023,3/4/2023,74,NSW,M,Yes,Balcony_Mid,650,0.28,468,1000
-233,1,Ship1,23/11/2023,4/4/2023,25,QLD,M,Yes,Balcony_Mid,650,0.07,604.5,1000
-233,1,Ship1,23/11/2023,4/4/2023,36,VIC,F,Yes,Balcony_Mid,650,0.39,396.5,1000
-233,1,Ship1,23/11/2023,4/4/2023,80,VIC,F,No,Balcony_Mid,650,0.39,396.5,1000
-233,1,Ship1,23/11/2023,4/4/2023,80,QLD,M,No,Balcony_Mid,650,0.01,643.5,1000
-233,1,Ship1,23/11/2023,4/4/2023,18,SA,F,Yes,Balcony_Mid,650,0.29,461.5,1000
-233,1,Ship1,23/11/2023,4/4/2023,57,NT,F,Yes,Balcony_Mid,650,0.1,585,1000
-233,1,Ship1,23/11/2023,4/4/2023,18,QLD,M,No,Balcony_Mid,650,0.14,559,1000
-232,1,Ship1,23/11/2023,5/4/2023,67,NSW,F,No,Balcony_Mid,650,0.25,487.5,1000
-232,1,Ship1,23/11/2023,5/4/2023,20,WA,M,No,Balcony_Mid,650,0.26,481,1000
-232,1,Ship1,23/11/2023,5/4/2023,80,TAS,M,Yes,Balcony_Mid,650,0.36,416,1000
-232,1,Ship1,23/11/2023,5/4/2023,18,NT,M,No,Balcony_Mid,650,0.37,409.5,1000
-232,1,Ship1,23/11/2023,5/4/2023,53,QLD,M,No,Balcony_Mid,650,0.21,513.5,1000
-232,1,Ship1,23/11/2023,5/4/2023,51,WA,F,No,Balcony_Mid,650,0.08,598,1000
-232,1,Ship1,23/11/2023,5/4/2023,37,NT,F,No,Balcony_Mid,650,0.13,565.5,1000
-232,1,Ship1,23/11/2023,5/4/2023,18,SA,F,No,Balcony_Mid,650,0,650,1000
-231,1,Ship1,23/11/2023,6/4/2023,18,SA,M,No,Balcony_Mid,650,0.34,429,1000
-231,1,Ship1,23/11/2023,6/4/2023,80,SA,M,No,Balcony_Mid,650,0.33,435.5,1000
-231,1,Ship1,23/11/2023,6/4/2023,64,QLD,F,No,Balcony_Mid,650,0.06,611,1000
-231,1,Ship1,23/11/2023,6/4/2023,24,ACT,M,No,Balcony_Mid,650,0.39,396.5,1000
-231,1,Ship1,23/11/2023,6/4/2023,64,WA,F,No,Balcony_Mid,650,0.01,643.5,1000
-231,1,Ship1,23/11/2023,6/4/2023,80,VIC,M,No,Balcony_Mid,650,0.39,396.5,1000
-231,1,Ship1,23/11/2023,6/4/2023,18,ACT,M,No,Balcony_Mid,650,0.29,461.5,1000
-230,1,Ship1,23/11/2023,7/4/2023,80,QLD,F,No,Balcony_Mid,650,0.34,429,1000
-230,1,Ship1,23/11/2023,7/4/2023,18,NT,F,Yes,Balcony_Mid,650,0.17,539.5,1000
-230,1,Ship1,23/11/2023,7/4/2023,64,VIC,F,Yes,Balcony_Mid,650,0.25,487.5,1000
-230,1,Ship1,23/11/2023,7/4/2023,54,TAS,F,No,Balcony_Mid,650,0.19,526.5,1000
-230,1,Ship1,23/11/2023,7/4/2023,79,WA,M,No,Balcony_Aft,700,0.39,427,1000
-230,1,Ship1,23/11/2023,7/4/2023,65,SA,M,No,Balcony_Aft,700,0.24,532,1000
-230,1,Ship1,23/11/2023,7/4/2023,45,NSW,M,Yes,Balcony_Aft,700,0.28,504,1000
-230,1,Ship1,23/11/2023,7/4/2023,80,VIC,M,No,Balcony_Aft,700,0.01,693,1000
-229,1,Ship1,23/11/2023,8/4/2023,78,WA,M,No,Balcony_Aft,700,0.14,602,1000
-229,1,Ship1,23/11/2023,8/4/2023,18,QLD,M,Yes,Balcony_Aft,700,0.25,525,1000
-229,1,Ship1,23/11/2023,8/4/2023,75,VIC,M,Yes,Balcony_Aft,700,0.19,567,1000
-229,1,Ship1,23/11/2023,8/4/2023,80,ACT,M,Yes,Balcony_Aft,700,0.03,679,1000
-229,1,Ship1,23/11/2023,8/4/2023,28,QLD,M,No,Balcony_Aft,700,0.35,455,1000
-229,1,Ship1,23/11/2023,8/4/2023,76,VIC,F,No,Balcony_Aft,700,0.32,476,1000
-229,1,Ship1,23/11/2023,8/4/2023,80,WA,F,Yes,Balcony_Aft,700,0.24,532,1000
-229,1,Ship1,23/11/2023,8/4/2023,62,SA,F,No,Balcony_Aft,700,0.06,658,1000
-228,1,Ship1,23/11/2023,9/4/2023,57,QLD,M,No,Balcony_Aft,700,0.01,693,1000
-228,1,Ship1,23/11/2023,9/4/2023,18,NT,F,No,Balcony_Aft,700,0.12,616,1000
-228,1,Ship1,23/11/2023,9/4/2023,18,WA,M,No,Balcony_Aft,700,0.27,511,1000
-228,1,Ship1,23/11/2023,9/4/2023,18,VIC,M,No,Balcony_Aft,700,0.27,511,1000
-228,1,Ship1,23/11/2023,9/4/2023,20,NT,M,Yes,Balcony_Aft,700,0.36,448,1000
-228,1,Ship1,23/11/2023,9/4/2023,29,WA,F,Yes,Balcony_Aft,700,0.16,588,1000
-228,1,Ship1,23/11/2023,9/4/2023,60,QLD,F,Yes,Balcony_Aft,700,0.05,665,1000
-227,1,Ship1,23/11/2023,10/4/2023,18,VIC,F,No,Balcony_Aft,700,0.07,651,1000
-227,1,Ship1,23/11/2023,10/4/2023,65,NSW,M,Yes,Balcony_Aft,700,0.02,686,1000
-227,1,Ship1,23/11/2023,10/4/2023,80,NT,F,No,Balcony_Aft,700,0.35,455,1000
-227,1,Ship1,23/11/2023,10/4/2023,77,ACT,M,No,Balcony_Aft,700,0.08,644,1000
-227,1,Ship1,23/11/2023,10/4/2023,18,SA,M,No,Balcony_Aft,700,0.29,497,1000
-227,1,Ship1,23/11/2023,10/4/2023,56,QLD,F,No,Balcony_Aft,700,0.05,665,1000
-227,1,Ship1,23/11/2023,10/4/2023,45,ACT,M,No,Balcony_Aft,700,0.37,441,1000
-227,1,Ship1,23/11/2023,10/4/2023,29,NSW,M,No,Balcony_Aft,700,0.33,469,1000
-226,1,Ship1,23/11/2023,11/4/2023,42,NT,M,Yes,Balcony_Aft,700,0.37,441,1000
-226,1,Ship1,23/11/2023,11/4/2023,18,VIC,F,Yes,Balcony_Aft,700,0.28,504,1000
-226,1,Ship1,23/11/2023,11/4/2023,18,SA,F,No,Balcony_Aft,700,0.35,455,1000
-226,1,Ship1,23/11/2023,11/4/2023,25,QLD,F,No,Balcony_Aft,700,0.35,455,1000
-226,1,Ship1,23/11/2023,11/4/2023,30,SA,M,Yes,Balcony_Aft,700,0.02,686,1000
-226,1,Ship1,23/11/2023,11/4/2023,25,TAS,M,No,Balcony_Aft,700,0.02,686,1000
-226,1,Ship1,23/11/2023,11/4/2023,80,QLD,F,No,Balcony_Aft,700,0.38,434,1000
-226,1,Ship1,23/11/2023,11/4/2023,25,WA,M,Yes,Balcony_Aft,700,0.04,672,1000
-225,1,Ship1,23/11/2023,12/4/2023,33,NSW,F,No,Balcony_Aft,700,0.3,490,1000
-225,1,Ship1,23/11/2023,12/4/2023,57,ACT,M,No,Balcony_Aft,700,0.36,448,1000
-225,1,Ship1,23/11/2023,12/4/2023,54,NT,M,No,Balcony_Aft,700,0.06,658,1000
-225,1,Ship1,23/11/2023,12/4/2023,18,QLD,F,No,Balcony_Aft,700,0.07,651,1000
-225,1,Ship1,23/11/2023,12/4/2023,29,QLD,M,No,Balcony_Aft,700,0.27,511,1000
-225,1,Ship1,23/11/2023,12/4/2023,80,NT,F,Yes,Balcony_Aft,700,0.19,567,1000
-225,1,Ship1,23/11/2023,12/4/2023,18,VIC,M,No,Balcony_Aft,700,0.12,616,1000
-225,1,Ship1,23/11/2023,12/4/2023,21,NT,F,No,Balcony_Aft,700,0.04,672,1000
-224,1,Ship1,23/11/2023,13/4/2023,24,ACT,M,No,Balcony_Aft,700,0.13,609,1000
-224,1,Ship1,23/11/2023,13/4/2023,69,WA,F,No,Balcony_Aft,700,0.3,490,1000
-224,1,Ship1,23/11/2023,13/4/2023,57,WA,F,Yes,Balcony_Aft,700,0.05,665,1000
-224,1,Ship1,23/11/2023,13/4/2023,41,WA,F,No,Balcony_Aft,700,0.22,546,1000
-224,1,Ship1,23/11/2023,13/4/2023,37,QLD,M,Yes,Balcony_Aft,700,0.31,483,1000
-224,1,Ship1,23/11/2023,13/4/2023,30,QLD,M,No,Balcony_Aft,700,0.29,497,1000
-224,1,Ship1,23/11/2023,13/4/2023,46,VIC,M,No,Balcony_Aft,700,0.31,483,1000
-224,1,Ship1,23/11/2023,13/4/2023,80,NSW,M,Yes,Balcony_Aft,700,0.08,644,1000
-223,1,Ship1,23/11/2023,14/4/2023,80,QLD,F,No,Balcony_Aft,700,0.06,658,1000
-223,1,Ship1,23/11/2023,14/4/2023,43,SA,F,No,Balcony_Aft,700,0.36,448,1000
-223,1,Ship1,23/11/2023,14/4/2023,55,WA,M,Yes,Balcony_Aft,700,0.12,616,1000
-223,1,Ship1,23/11/2023,14/4/2023,80,NSW,F,No,Balcony_Aft,700,0.13,609,1000
-223,1,Ship1,23/11/2023,14/4/2023,80,NSW,F,No,Balcony_Aft,700,0.08,644,1000
-223,1,Ship1,23/11/2023,14/4/2023,48,TAS,F,No,Balcony_Aft,700,0.39,427,1000
-223,1,Ship1,23/11/2023,14/4/2023,18,NT,M,No,Balcony_Aft,700,0.23,539,1000
-223,1,Ship1,23/11/2023,14/4/2023,24,WA,M,Yes,Balcony_Aft,700,0.07,651,1000
-222,1,Ship1,23/11/2023,15/4/2023,18,ACT,M,No,Balcony_Aft,700,0.01,693,1000
-222,1,Ship1,23/11/2023,15/4/2023,73,TAS,F,No,Balcony_Aft,700,0.15,595,1000
-222,1,Ship1,23/11/2023,15/4/2023,73,NT,M,No,Balcony_Aft,700,0.12,616,1000
-222,1,Ship1,23/11/2023,15/4/2023,59,WA,M,No,Balcony_Aft,700,0.22,546,1000
-222,1,Ship1,23/11/2023,15/4/2023,76,QLD,M,Yes,Balcony_Aft,700,0.19,567,1000
-222,1,Ship1,23/11/2023,15/4/2023,51,ACT,F,No,Balcony_Aft,700,0.37,441,1000
-222,1,Ship1,23/11/2023,15/4/2023,53,VIC,F,No,Balcony_Aft,700,0.12,616,1000
-222,1,Ship1,23/11/2023,15/4/2023,49,NSW,M,No,Balcony_Aft,700,0.2,560,1000
-221,1,Ship1,23/11/2023,16/4/2023,46,SA,F,Yes,Balcony_Aft,700,0.33,469,1000
-221,1,Ship1,23/11/2023,16/4/2023,71,SA,F,No,Balcony_Aft,700,0.33,469,1000
-221,1,Ship1,23/11/2023,16/4/2023,60,QLD,M,Yes,Balcony_Aft,700,0.31,483,1000
-221,1,Ship1,23/11/2023,16/4/2023,61,VIC,F,No,Balcony_Aft,700,0.33,469,1000
-221,1,Ship1,23/11/2023,16/4/2023,32,ACT,M,No,Balcony_Aft,700,0.33,469,1000
-221,1,Ship1,23/11/2023,16/4/2023,18,QLD,F,Yes,Balcony_Aft,700,0.06,658,1000
-221,1,Ship1,23/11/2023,16/4/2023,18,NT,M,No,Balcony_Aft,700,0.03,679,1000
-221,1,Ship1,23/11/2023,16/4/2023,18,VIC,M,No,Balcony_Aft,700,0.27,511,1000
-220,1,Ship1,23/11/2023,17/4/2023,26,VIC,M,No,Balcony_Aft,700,0.27,511,1000
-220,1,Ship1,23/11/2023,17/4/2023,29,SA,F,No,Balcony_Aft,700,0.3,490,1000
-220,1,Ship1,23/11/2023,17/4/2023,80,NSW,F,No,Balcony_Aft,700,0.34,462,1000
-220,1,Ship1,23/11/2023,17/4/2023,68,QLD,M,Yes,Balcony_Aft,700,0.3,490,1000
-220,1,Ship1,23/11/2023,17/4/2023,57,NT,F,No,Balcony_Aft,700,0.22,546,1000
-220,1,Ship1,23/11/2023,17/4/2023,80,WA,F,Yes,Balcony_Aft,700,0.18,574,1000
-220,1,Ship1,23/11/2023,17/4/2023,18,WA,M,Yes,Balcony_Aft,700,0.38,434,1000
-220,1,Ship1,23/11/2023,17/4/2023,57,WA,M,No,Balcony_Aft,700,0.19,567,1000
-219,1,Ship1,23/11/2023,18/4/2023,28,ACT,M,No,Balcony_Aft,700,0.35,455,1000
-219,1,Ship1,23/11/2023,18/4/2023,56,QLD,M,Yes,Balcony_Aft,700,0.2,560,1000
-219,1,Ship1,23/11/2023,18/4/2023,80,VIC,M,Yes,Balcony_Aft,700,0.03,679,1000
-219,1,Ship1,23/11/2023,18/4/2023,18,VIC,F,No,Balcony_Aft,700,0,700,1000
-219,1,Ship1,23/11/2023,18/4/2023,79,TAS,M,No,Balcony_Aft,700,0.22,546,1000
-219,1,Ship1,23/11/2023,18/4/2023,26,QLD,F,No,Balcony_Aft,700,0.03,679,1000
-219,1,Ship1,23/11/2023,18/4/2023,80,ACT,F,No,Balcony_Aft,700,0.13,609,1000
-219,1,Ship1,23/11/2023,18/4/2023,80,NSW,M,Yes,Balcony_Bow,750,0.31,517.5,1000
-218,1,Ship1,23/11/2023,19/4/2023,80,WA,F,No,Balcony_Bow,750,0.16,630,1000
-218,1,Ship1,23/11/2023,19/4/2023,58,NSW,F,No,Balcony_Bow,750,0.15,637.5,1000
-218,1,Ship1,23/11/2023,19/4/2023,80,NT,M,Yes,Balcony_Bow,750,0.37,472.5,1000
-218,1,Ship1,23/11/2023,19/4/2023,54,SA,F,Yes,Balcony_Bow,750,0.36,480,1000
-218,1,Ship1,23/11/2023,19/4/2023,18,QLD,F,Yes,Balcony_Bow,750,0.23,577.5,1000
-218,1,Ship1,23/11/2023,19/4/2023,37,QLD,F,No,Balcony_Bow,750,0.25,562.5,1000
-218,1,Ship1,23/11/2023,19/4/2023,80,QLD,M,Yes,Balcony_Bow,750,0.39,457.5,1000
-218,1,Ship1,23/11/2023,19/4/2023,57,NT,F,No,Balcony_Bow,750,0.37,472.5,1000
-217,1,Ship1,23/11/2023,20/4/2023,18,VIC,M,No,Balcony_Bow,750,0,750,1000
-217,1,Ship1,23/11/2023,20/4/2023,20,SA,M,No,Balcony_Bow,750,0.18,615,1000
-217,1,Ship1,23/11/2023,20/4/2023,25,QLD,M,No,Balcony_Bow,750,0.19,607.5,1000
-217,1,Ship1,23/11/2023,20/4/2023,27,NSW,M,Yes,Balcony_Bow,750,0.09,682.5,1000
-217,1,Ship1,23/11/2023,20/4/2023,26,VIC,M,Yes,Balcony_Bow,750,0.29,532.5,1000
-217,1,Ship1,23/11/2023,20/4/2023,18,ACT,F,No,Balcony_Bow,750,0.02,735,1000
-217,1,Ship1,23/11/2023,20/4/2023,59,QLD,M,Yes,Balcony_Bow,750,0.31,517.5,1000
-217,1,Ship1,23/11/2023,20/4/2023,80,VIC,M,No,Balcony_Bow,750,0.26,555,1000
-216,1,Ship1,23/11/2023,21/4/2023,23,SA,M,Yes,Balcony_Bow,750,0.17,622.5,1000
-216,1,Ship1,23/11/2023,21/4/2023,75,WA,M,No,Balcony_Bow,750,0.03,727.5,1000
-216,1,Ship1,23/11/2023,21/4/2023,54,NSW,M,No,Balcony_Bow,750,0.05,712.5,1000
-216,1,Ship1,23/11/2023,21/4/2023,24,SA,F,Yes,Balcony_Bow,750,0.2,600,1000
-216,1,Ship1,23/11/2023,21/4/2023,21,VIC,M,No,Balcony_Bow,750,0.26,555,1000
-216,1,Ship1,23/11/2023,21/4/2023,42,NT,M,No,Balcony_Bow,750,0.1,675,1000
-216,1,Ship1,23/11/2023,21/4/2023,40,NT,M,Yes,Balcony_Bow,750,0.05,712.5,1000
-216,1,Ship1,23/11/2023,21/4/2023,80,WA,M,Yes,Balcony_Bow,750,0.18,615,1000
-216,1,Ship1,23/11/2023,21/4/2023,80,NT,M,Yes,Balcony_Bow,750,0.1,675,1000
-215,1,Ship1,23/11/2023,22/4/2023,19,QLD,F,No,Balcony_Bow,750,0.17,622.5,1000
-215,1,Ship1,23/11/2023,22/4/2023,80,NSW,M,Yes,Balcony_Bow,750,0.34,495,1000
-215,1,Ship1,23/11/2023,22/4/2023,80,NSW,M,No,Balcony_Bow,750,0.17,622.5,1000
-215,1,Ship1,23/11/2023,22/4/2023,26,WA,F,No,Balcony_Bow,750,0,750,1000
-215,1,Ship1,23/11/2023,22/4/2023,43,NSW,M,No,Balcony_Bow,750,0.05,712.5,1000
-215,1,Ship1,23/11/2023,22/4/2023,49,QLD,M,Yes,Balcony_Bow,750,0.14,645,1000
-215,1,Ship1,23/11/2023,22/4/2023,18,NT,M,No,Balcony_Bow,750,0.26,555,1000
-215,1,Ship1,23/11/2023,22/4/2023,72,VIC,M,Yes,Balcony_Bow,750,0.06,705,1000
-214,1,Ship1,23/11/2023,23/4/2023,24,ACT,M,No,Balcony_Bow,750,0.1,675,1000
-214,1,Ship1,23/11/2023,23/4/2023,41,QLD,M,No,Balcony_Bow,750,0.02,735,1000
-214,1,Ship1,23/11/2023,23/4/2023,80,NSW,F,No,Balcony_Bow,750,0.05,712.5,1000
-214,1,Ship1,23/11/2023,23/4/2023,18,TAS,M,No,Balcony_Bow,750,0.33,502.5,1000
-214,1,Ship1,23/11/2023,23/4/2023,80,QLD,M,No,Balcony_Bow,750,0.18,615,1000
-214,1,Ship1,23/11/2023,23/4/2023,64,ACT,F,Yes,Balcony_Bow,750,0.09,682.5,1000
-214,1,Ship1,23/11/2023,23/4/2023,80,VIC,M,No,Balcony_Bow,750,0.38,465,1000
-214,1,Ship1,23/11/2023,23/4/2023,27,QLD,F,No,Balcony_Bow,750,0.31,517.5,1000
-213,1,Ship1,23/11/2023,24/4/2023,23,NT,F,Yes,Balcony_Bow,750,0.1,675,1000
-213,1,Ship1,23/11/2023,24/4/2023,19,VIC,M,No,Balcony_Bow,750,0.05,712.5,1000
-213,1,Ship1,23/11/2023,24/4/2023,38,TAS,F,No,Balcony_Bow,750,0.35,487.5,1000
-213,1,Ship1,23/11/2023,24/4/2023,32,SA,M,No,Balcony_Bow,750,0.17,622.5,1000
-213,1,Ship1,23/11/2023,24/4/2023,80,NT,F,No,Balcony_Bow,750,0.2,600,1000
-213,1,Ship1,23/11/2023,24/4/2023,76,TAS,M,No,Balcony_Bow,750,0.38,465,1000
-213,1,Ship1,23/11/2023,24/4/2023,80,VIC,M,No,Balcony_Bow,750,0.26,555,1000
-213,1,Ship1,23/11/2023,24/4/2023,80,NT,M,No,Balcony_Bow,750,0.14,645,1000
-212,1,Ship1,23/11/2023,25/4/2023,51,ACT,F,No,Balcony_Bow,750,0.19,607.5,1000
-212,1,Ship1,23/11/2023,25/4/2023,18,QLD,M,No,Balcony_Bow,750,0.27,547.5,1000
-212,1,Ship1,23/11/2023,25/4/2023,18,TAS,M,No,Balcony_Bow,750,0.27,547.5,1000
-212,1,Ship1,23/11/2023,25/4/2023,48,NT,M,Yes,Balcony_Bow,750,0.11,667.5,1000
-212,1,Ship1,23/11/2023,25/4/2023,80,ACT,M,No,Balcony_Bow,750,0.02,735,1000
-212,1,Ship1,23/11/2023,25/4/2023,18,NSW,M,Yes,Balcony_Bow,750,0,750,1000
-212,1,Ship1,23/11/2023,25/4/2023,62,SA,M,No,Balcony_Bow,750,0.04,720,1000
-212,1,Ship1,23/11/2023,25/4/2023,72,ACT,M,No,Balcony_Bow,750,0.13,652.5,1000
-211,1,Ship1,23/11/2023,26/4/2023,80,WA,M,No,Balcony_Bow,750,0.29,532.5,1000
-211,1,Ship1,23/11/2023,26/4/2023,18,WA,M,Yes,Balcony_Bow,750,0.11,667.5,1000
-211,1,Ship1,23/11/2023,26/4/2023,62,NT,F,Yes,Balcony_Bow,750,0.16,630,1000
-211,1,Ship1,23/11/2023,26/4/2023,80,SA,M,Yes,Balcony_Bow,750,0.11,667.5,1000
-211,1,Ship1,23/11/2023,26/4/2023,80,VIC,M,No,Balcony_Bow,750,0.16,630,1000
